Title,ParentID,CollaborationPeriod,ResponsibleEntity,TypeOfSubmission,StrategicPlanENG,StrategicPlanSPA,HealthAgendaENG,HealthAgendaSPA,DescriptionENG,DescriptionSPA,ExpectedResultsENG,ExpectedResultsSPA,DurationENG,DurationSPA
NSA-2025-31-WPA_5,31,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 07: Health workforce; OCM 18: Social and environmental determinants; OCM 23: Health emergencies preparedness and risk reduction,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 07: Fuerza laboral de salud; OCM 18: Determinantes sociales y ambientales; OCM 23: Preparación para emergencias de salud y reducción de riesgos.,"Goal 1: Equitable Access to Health Services; Goal 3: Human Resources for Health; Goal 7: Evidence and Knowledge in Health; Goal 8: Outbreaks, Emergencies, and Disasters","Meta 1: Acceso Equitativo a los Servicios de Salud; Meta 3: Recursos Humanos para la Salud; Meta 7: Evidencia y Conocimiento en Salud; Meta 8: Brotes, Emergencias y Desastres","In 2025, Health Care Without Harm contacted national ministries of health throughout Latin America and PAHO country representatives to identify opportunities for collaboration on climate action within policy and planning frameworks related to climate and health. The outreach also included efforts to work with health facilities on quantifying carbon emissions and assessing climate vulnerability, conducted with PAHO’s technical guidance.","En 2025, Health Care Without Harm se puso en contacto con los ministerios de salud nacionales de América Latina y los representantes de países de la OPS para mapear oportunidades de colaboración en la acción climática dentro de los marcos de políticas y planificación sobre clima y salud. El acercamiento también ha considerado el trabajo con las instalaciones de salud en la cuantificación de emisiones de carbono y evaluaciones de vulnerabilidad climática, realizadas con la orientación técnica de la OPS.",,,5 months,5 months
NSA-2025-31-WPA_6,31,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 07: Health workforce; OCM 18: Social and environmental determinants; OCM 23: Health emergencies preparedness and risk reduction,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 07: Fuerza laboral de salud; OCM 18: Determinantes sociales y ambientales; OCM 23: Preparación para emergencias de salud y reducción de riesgos.,"Goal 1: Equitable Access to Health Services; Goal 3: Human Resources for Health; Goal 7: Evidence and Knowledge in Health; Goal 8: Outbreaks, Emergencies, and Disasters","Meta 1: Acceso Equitativo a los Servicios de Salud; Meta 3: Recursos Humanos para la Salud; Meta 7: Evidencia y Conocimiento en Salud; Meta 8: Brotes, Emergencias y Desastres","Health Care Without Harm developed the Climate Impact Checkup tool to calculate carbon emissions in health facilities, complemented by an online course. This tool has enabled PAHO to implement it through multiple initiatives across Latin America and the Caribbean, strengthening the region’s capacity to measure, manage, and reduce emissions while advancing sustainable and resilient health systems.","Health Care Without Harm desarrolló la herramienta de Evaluación del Impacto Climático para calcular las emisiones de carbono en las instalaciones de salud, complementada por un curso en línea. Esta herramienta ha permitido a la OPS aplicarla a través de múltiples iniciativas en América Latina y el Caribe, fortaleciendo la capacidad de la región para medir, gestionar y reducir las emisiones mientras avanza hacia sistemas de salud sostenibles y resilientes.",,,2 years,2 years
NSA-2025-31-WPA_7,31,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 01: Access to comprehensive and quality health services; OCM 07: Health workforce; OCM 18: Social and environmental determinants; OCM 23: Health emergencies preparedness and risk reduction,OCM 01: Acceso a servicios de salud integrales y de calidad; OCM 07: Fuerza laboral de salud; OCM 18: Determinantes sociales y ambientales; OCM 23: Preparación para emergencias de salud y reducción de riesgos.,"Goal 1: Equitable Access to Health Services; Goal 3: Human Resources for Health; Goal 7: Evidence and Knowledge in Health; Goal 8: Outbreaks, Emergencies, and Disasters","Meta 1: Acceso Equitativo a los Servicios de Salud; Meta 3: Recursos Humanos para la Salud; Meta 7: Evidencia y Conocimiento en Salud; Meta 8: Brotes, Emergencias y Desastres","The Coalition for Disaster Resilient Infrastructure (CDRI), along with PAHO and Health Care Without Harm, is creating an online course on Resilient Health Infrastructure (RHI). As members of the Advisory Group for the course development, PAHO and HCWH provide expertise in climate, health, and sustainability, ensuring that the course meets regional needs and supports the development of stronger, climate-resilient health systems in Latin America and the Caribbean.","La Coalición para la Infraestructura Resiliente ante Desastres (CDRI), junto con la OPS y Salud Sin Daño, está desarrollando un curso en línea sobre Infraestructura Sanitaria Resiliente (RHI). Como miembros del Grupo Asesor para el desarrollo del curso, la OPS y Salud Sin Daño aportan su experiencia en clima, salud y sostenibilidad, asegurando que el curso aborde las necesidades regionales y apoye sistemas de salud más fuertes y resilientes al clima en América Latina y el Caribe.",,,6 months,6 months
NSA-2025-23-WPA_1,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"Promotion of the HEARTS 2.0 strategy at:
- 32nd Inter-American Congress of Cardiology, held from June 4 to 6, 2025, in Cartagena de Indias, Colombia;
- European Congress of Cardiology along with the World Congress of Cardiology 2025, taking place from August 29 to September 1 in Madrid, Spain. Joint WHF-PAHO-SIAC Session.","Promoción de la estrategia HEARTS 2.0 en:
- 32.º Congreso Interamericano de Cardiología, llevado a cabo del 4 al 6 de junio de 2025 en Cartagena de Indias, Colombia; 
- Congreso Europeo de Cardiología junto con el Congreso Mundial de Cardiología 2025 realizado del 29 de agosto al 1 de septiembre en Madrid, España. Sesión Conjunta WHF-PAHO-SIAC.",,,06-2025 / 09-2025,06-2025 / 09-2025
NSA-2025-23-WPA_2,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"The Mexico Declaration was published in January 2025, with the results of the Third Summit on Health of the Americas held on November 27 and 28, 2024, at the Chamber of Deputies in Mexico City. This event represented a space for dialogue and reflection on the challenges and opportunities in cardiovascular health in Latin America, from Mexico to Argentina.","Se publicó la Declaración de México en enero de 2025, con los resultados del Tercer Summit de Salud de las Américas realizado el 27 y 28 de noviembre de 2024 en la Cámara de Diputados de la Ciudad de México. Este evento representó un espacio para el diálogo y la reflexión sobre los desafíos y oportunidades en la salud cardiovascular en Latinoamérica desde México hasta Argentina.",,,11-2024 / 01- 2025,11-2024 / 01- 2025
NSA-2025-23-WPA_3,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"On June 3, 2025, prior to the 32nd Inter-American Congress of Cardiology in Cartagena de Indias, an Advocacy meeting was held with the Presidents and Representatives of Member Societies of the SIAC.","El 3 de junio de 2025, previo al 32° Congreso Interamericano de Cardiología en Cartagena de Indias, se realizó una reunión de Advocacy con los Presidentes y Representantes de Sociedades Miembro de la SIAC.",,,06-2025,06-2025
NSA-2025-23-WPA_4,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"Dr. Ricardo López Santi represented the SIAC at the 62nd Governing Council of the PAHO held in Washington D.C. from September 29 to October 3, 2025.",El Dr. Ricardo López Santi representó a la SIAC en el 62.º Consejo Directivo de la OPS realizado en Washington D.C. del 29 de septiembre al 3 de octubre de 2025.,,,09-2025,09-2025
NSA-2025-23-WPA_5,23,,NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"In May 2025, Dr. Ana Múnera participated in the World Heart Federation (WHF) Summit, held in Geneva, Switzerland, on May 17 and 18, two days prior to the World Health Assembly.","En mayo de 2025, la Dra. Ana Múnera participó en la Cumbre de la Federación Mundial del Corazón (WHF), que se llevó a cabo en Ginebra, Suiza, los días 17 y 18 de mayo, dos días antes de la Asamblea Mundial de la Salud.",,,05-2025,05-2025
NSA-2025-23-WPA_6,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"Campaign Heart of Mom (#HeartOfMom)  
Messages and actions are shared on social media along with institutional videos to raise awareness among the population about cardiovascular diseases during pregnancy, with clear messages regarding this issue and simple, concrete measures to prevent them.","Campaña Corazón de Mamá (#CorazónDeMamá)  
Se comparten mensajes y acciones en redes sociales junto con videos institucionales para concientizar a la población sobre las enfermedades cardiovasculares en el embarazo, con mensajes claros sobre esta problemática y los cuidados simples y concretos para prevenirlas.",,,08-2025,08-2025
NSA-2025-23-WPA_7,23,,PAHO/OPS & NSA/ANE,Progress Report - Reporte de Progreso,OCM 05: 5 Access to services for non-communicable diseases and mental health conditions,OCM 05: 5 Acceso a servicios para enfermedades no transmisibles y condiciones de salud mental,Goal 9: Noncommunicable Diseases,Meta 9: Enfermedades No Transmisibles,"Celebration of World Heart Day. Every year on September 29, World Heart Day (WHD) is celebrated as a reminder for everyone around the world to take proper care of their hearts. This campaign is driven by the World Heart Federation (WHF). This year, the WHD slogan is ""Don't Miss a Beat,"" encouraging the global community to adopt healthy habits and monitor their cardiovascular health.","Celebration of World Heart Day. On September 29th each year, World Heart Day (WHD) is celebrated, a reminder for everyone around the world to take proper care of their heart. This campaign is driven by the World Heart Federation (WHF). This year, the WHD slogan is ""Don't Miss a Beat,"" encouraging the global community to adopt healthy habits and monitor their cardiovascular health.",,,2024-2025,2024-2025
